Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Risk_Score
POL004067,68,M,Auto,30549,0,0,1399.39,0.0,High
POL004068,80,M,Health,47194,1,0,4154.66,15627.61,High
POL004069,66,M,Health,80862,1,0,4043.97,8954.57,Medium
POL004070,49,F,Auto,67031,5,0,2346.23,18280.43,High
POL004071,24,F,Health,142473,0,0,3571.23,0.0,Medium
POL004072,38,M,Auto,45950,1,0,1287.14,1255.11,Medium
POL004073,37,M,Home,22167,4,0,1432.83,12444.28,High
POL004074,43,M,Home,47421,0,0,1129.03,0.0,Low
POL004075,80,F,Auto,20000,1,0,1620.07,4711.85,High
POL004076,21,F,Travel,85056,4,0,850.36,1930.78,High
POL004077,63,F,Health,59779,0,0,2269.51,0.0,Low
POL004078,69,M,Home,73068,1,0,1616.71,9884.1,High
POL004079,39,F,Home,79126,0,0,1116.86,0.0,Medium
POL004080,32,F,Auto,100706,0,0,1311.93,0.0,Low
POL004081,73,F,Auto,20000,0,0,1589.6,0.0,High
POL004082,57,F,Health,21568,0,0,2870.41,0.0,Low
POL004083,38,F,Life,41039,1,0,801.0,50264.69,Medium
POL004084,32,M,Health,51433,0,0,2775.39,0.0,Low
POL004085,39,M,Auto,66156,2,0,1526.17,6019.41,High
POL004086,69,M,Home,63729,0,0,1282.5,0.0,Medium
POL004087,45,M,Auto,65369,1,0,1225.82,10078.14,Low
POL004088,31,F,Auto,27404,0,0,1032.04,0.0,Medium
POL004089,44,M,Home,40239,0,0,944.99,0.0,Low
POL004090,78,M,Home,50959,0,0,1173.19,0.0,Low
POL004091,58,M,Auto,55528,0,0,1194.0,0.0,Low
POL004092,57,F,Home,46619,2,0,1162.46,8264.12,High
POL004093,75,M,Health,67993,1,0,3331.53,5818.43,High
POL004094,45,F,Auto,33839,2,0,1736.43,4697.53,High
POL004095,43,F,Health,47037,1,0,3238.37,26895.39,Medium
POL004096,66,F,Auto,76994,1,0,2043.84,3750.77,High
POL004097,80,M,Home,66318,0,0,1370.4,0.0,Medium
POL004098,19,F,Health,49677,0,0,4054.89,0.0,Medium
POL004099,42,M,Home,50244,1,0,1265.85,3748.96,Medium
POL004100,73,M,Life,47191,0,0,1089.58,0.0,Low
POL004101,79,M,Auto,50639,0,0,1480.55,0.0,Medium
POL004102,20,F,Home,46541,0,0,1345.37,0.0,High
POL004103,25,F,Home,49901,0,0,921.18,0.0,Low
POL004104,61,M,Health,69414,0,0,2755.31,0.0,Low
POL004105,50,F,Health,68694,0,0,2647.07,0.0,Low
POL004106,59,F,Health,31055,0,0,2466.85,0.0,Low
POL004107,69,F,Health,146661,0,0,2791.17,0.0,Low
POL004108,52,M,Auto,45634,0,0,1115.83,0.0,Low
POL004109,23,F,Auto,75692,0,0,1923.6,0.0,High
POL004110,56,F,Home,35037,0,0,1003.72,0.0,Low
POL004111,69,M,Home,124410,2,0,1657.31,12342.64,High
POL004112,40,F,Travel,78362,0,0,377.64,0.0,Low
POL004113,42,M,Auto,72492,2,0,1610.04,6328.52,High
POL004114,76,F,Auto,54751,0,0,1778.27,0.0,Low
POL004115,67,F,Home,23860,0,0,1456.44,0.0,Medium
POL004116,60,F,Life,137504,0,0,687.32,0.0,Low
POL004117,36,F,Life,91752,0,0,795.43,0.0,Low
POL004118,22,F,Auto,50983,0,0,1707.91,0.0,Medium
POL004119,68,F,Auto,76061,1,0,1799.71,2914.87,High
POL004120,28,M,Home,31091,1,0,1186.64,6795.78,High
POL004121,73,F,Auto,23080,0,0,1419.61,0.0,Medium
POL004122,29,F,Travel,60368,0,0,433.79,0.0,Medium
POL004123,27,F,Home,40184,1,0,1141.4,7044.67,Medium
POL004124,25,M,Auto,47037,0,0,1377.12,0.0,Low
POL004125,41,M,Auto,58317,2,0,1337.76,5022.39,High
POL004126,77,M,Auto,33069,3,0,2051.44,7861.94,High
POL004127,45,F,Health,57520,2,0,3434.89,9036.43,Medium
POL004128,58,F,Auto,34472,0,0,1270.26,0.0,Low
POL004129,53,M,Auto,99333,0,0,1229.59,0.0,Low
POL004130,54,M,Travel,56944,3,0,662.12,3260.62,High
POL004131,38,M,Auto,77946,0,0,1169.51,0.0,Medium
POL004132,25,F,Health,24679,0,0,2437.78,0.0,Medium
POL004133,72,M,Auto,80408,0,0,1752.1,0.0,Low
POL004134,26,F,Home,126577,0,0,1011.53,0.0,Low
POL004135,64,F,Auto,63500,1,0,1319.44,3441.8,Medium
POL004136,32,F,Auto,77735,2,0,1662.46,16052.32,High
POL004137,65,M,Home,53154,1,0,1191.29,26074.01,Medium
POL004138,63,F,Auto,72232,1,0,1299.85,2745.47,Medium
POL004139,57,M,Home,133331,0,0,939.38,0.0,Low
POL004140,35,M,Auto,184080,0,0,1162.42,0.0,Low
POL004141,59,M,Health,70163,0,0,2178.72,0.0,Low
POL004142,77,M,Life,35959,0,0,1178.1,0.0,Medium
POL004143,37,F,Auto,81768,0,0,1085.89,0.0,Low
POL004144,23,F,Auto,32246,1,0,1879.86,2120.36,High
POL004145,29,F,Health,43817,0,0,2610.28,0.0,Medium
POL004146,19,F,Home,46393,4,0,2561.46,15866.14,High
POL004147,24,M,Auto,166140,5,0,3373.81,5989.19,High
POL004148,33,M,Home,122314,0,0,962.52,0.0,Low
POL004149,20,M,Auto,110283,0,0,2001.6,0.0,Medium
POL004150,62,M,Auto,90254,1,0,1398.22,7356.66,Low
POL004151,20,F,Life,38017,3,0,1707.94,15808.49,High
POL004152,44,M,Health,67380,2,0,3552.63,10937.41,Medium
POL004153,67,F,Health,150085,0,0,2999.97,0.0,Low
POL004154,60,M,Auto,74889,0,0,1329.67,0.0,Low
POL004155,57,M,Auto,100215,0,0,1213.98,0.0,Low
POL004156,55,M,Life,26771,0,0,896.01,0.0,Medium
POL004157,50,M,Auto,85899,0,0,1092.58,0.0,Low
POL004158,45,F,Auto,35342,1,0,1560.53,3927.7,Medium
POL004159,18,F,Auto,53613,0,0,1901.45,0.0,Medium
POL004160,72,F,Home,121907,2,0,1749.99,9898.49,High
POL004161,25,F,Auto,71223,0,0,1171.94,0.0,Low
POL004162,54,M,Auto,89994,0,0,1364.27,0.0,Low
POL004163,49,M,Life,54584,0,0,786.54,0.0,Low
POL004164,77,F,Home,22856,0,0,1299.43,0.0,Medium
POL004165,65,F,Auto,37509,1,0,1496.54,2090.56,High
POL004166,60,M,Health,84130,0,0,2338.63,0.0,Low
POL004167,54,M,Auto,70781,2,0,1462.42,4664.14,High
POL004168,21,F,Home,137477,3,0,2354.63,3321.43,High
POL004169,47,F,Home,63786,2,0,1155.15,5576.42,High
POL004170,23,F,Auto,38315,0,0,1974.4,0.0,High
POL004171,63,M,Auto,59105,0,0,1245.06,0.0,Low
POL004172,71,F,Health,98608,0,0,3288.11,0.0,Medium
POL004173,36,F,Life,24870,0,0,734.99,0.0,Medium
POL004174,49,F,Home,71169,3,0,1574.57,7473.01,High
POL004175,26,F,Auto,31880,0,0,1309.78,0.0,Medium
POL004176,29,F,Auto,64948,1,0,1372.94,7132.36,Medium
POL004177,28,M,Auto,86096,2,0,1508.13,7558.42,High
POL004178,63,F,Auto,78900,4,0,1773.79,8517.12,High
POL004179,72,M,Home,117031,0,0,1399.15,0.0,Low
POL004180,33,F,Home,67871,0,0,1041.84,0.0,Medium
POL004181,18,F,Auto,77403,0,0,1641.58,0.0,Medium
POL004182,80,F,Auto,78769,1,0,1952.48,1770.89,High
POL004183,62,M,Home,36869,0,0,1114.66,0.0,Medium
POL004184,72,M,Auto,56176,0,0,1353.73,0.0,Low
POL004185,70,M,Travel,20000,0,0,562.5,0.0,Medium
POL004186,38,F,Home,72289,0,0,1105.84,0.0,Low
POL004187,47,F,Life,20000,0,0,917.96,0.0,Medium
POL004188,30,M,Life,91541,0,0,737.02,0.0,Low
POL004189,51,M,Health,136852,3,0,3484.72,29071.76,High
POL004190,21,F,Auto,76830,0,0,2051.74,0.0,Medium
POL004191,45,M,Life,82995,1,0,807.95,15919.05,Low
POL004192,55,F,Auto,109363,1,0,1389.82,3350.75,Low
POL004193,75,M,Auto,48174,0,0,1563.16,0.0,Medium
POL004194,48,M,Home,31689,1,0,1186.76,9655.86,Medium
POL004195,76,M,Auto,57354,0,0,1480.81,0.0,Medium
POL004196,72,F,Auto,40885,1,0,2023.23,3949.29,High
POL004197,44,F,Auto,62216,1,0,1284.81,6441.21,Medium
POL004198,22,M,Auto,68007,1,0,2162.96,7334.67,High
POL004199,42,F,Health,47140,0,0,2496.95,0.0,Low
POL004200,20,F,Auto,41904,0,0,1674.0,0.0,Medium
POL004201,50,F,Home,20392,1,0,1042.65,4689.0,Medium
POL004202,21,F,Travel,55027,1,1,784.51,2582.5,High
POL004203,42,M,Home,48125,1,0,1171.15,7181.87,Medium
POL004204,37,F,Home,49862,1,0,1185.95,6243.57,Medium
POL004205,51,F,Travel,86320,0,0,433.95,0.0,Low
POL004206,43,M,Auto,159953,0,0,1049.24,0.0,Low
POL004207,79,F,Home,50089,1,0,1590.87,10373.3,High
POL004208,79,F,Life,72622,1,0,1075.85,10323.9,High
POL004209,22,F,Life,67983,0,0,1286.57,0.0,Medium
POL004210,52,M,Home,105590,0,0,892.4,0.0,Low
POL004211,78,M,Auto,37953,0,0,1715.61,0.0,Medium
POL004212,45,F,Life,37397,0,0,843.44,0.0,Low
POL004213,46,F,Auto,39640,0,0,1158.92,0.0,Medium
POL004214,26,M,Auto,20000,0,0,1149.18,0.0,Medium
POL004215,69,M,Auto,58512,0,0,1395.71,0.0,Medium
POL004216,55,M,Home,35371,0,0,1121.22,0.0,Medium
POL004217,67,F,Health,67886,1,0,3309.78,6165.94,High
POL004218,23,F,Health,20000,0,0,3718.59,0.0,High
POL004219,36,M,Health,58191,0,0,2302.39,0.0,Medium
POL004220,77,F,Auto,52675,1,0,2061.12,12863.29,Medium
POL004221,61,F,Home,45593,2,0,1333.48,4240.45,Medium
POL004222,74,F,Health,98627,0,0,2908.34,0.0,Medium
POL004223,28,F,Home,40042,3,0,1522.89,22036.22,High
POL004224,19,F,Life,69693,0,0,1376.98,0.0,High
POL004225,64,F,Health,43655,0,0,2578.78,0.0,Low
POL004226,61,F,Home,137244,0,0,987.21,0.0,Low
POL004227,61,M,Auto,55911,1,0,1294.41,3457.09,Medium
POL004228,26,M,Health,83943,0,0,2194.09,0.0,Low
POL004229,38,M,Life,81214,0,0,734.78,0.0,Low
POL004230,41,M,Auto,106171,0,0,1219.3,0.0,Low
POL004231,51,M,Health,64411,0,0,2690.34,0.0,Low
POL004232,39,M,Auto,30985,0,0,1336.06,0.0,Medium
POL004233,20,M,Home,74719,0,0,1632.17,0.0,Medium
POL004234,29,M,Home,68773,0,0,887.64,0.0,Low
POL004235,45,M,Health,20000,1,0,3110.86,4645.79,Medium
POL004236,47,F,Life,25952,0,0,819.59,0.0,Medium
POL004237,43,F,Auto,85218,1,0,1367.21,13048.15,Low
POL004238,65,M,Auto,121807,0,0,1226.2,0.0,Low
POL004239,38,F,Health,57448,5,0,3729.35,40715.34,High
POL004240,45,F,Auto,89734,1,0,1201.04,3329.74,Low
POL004241,73,M,Home,63232,1,0,1506.59,17190.36,Medium
POL004242,43,M,Auto,60974,1,0,1244.88,5374.21,Medium
POL004243,79,M,Auto,55737,0,0,1581.31,0.0,Medium
POL004244,50,F,Health,62340,0,0,2390.66,0.0,Low
POL004245,38,F,Health,72707,1,0,3226.39,13400.82,High
POL004246,52,M,Auto,48978,0,0,1361.89,0.0,Low
POL004247,69,F,Auto,111675,0,0,1784.54,0.0,Medium
POL004248,51,F,Auto,36311,1,0,1545.16,6228.44,Medium
POL004249,58,F,Home,140164,0,0,1145.77,0.0,Low
POL004250,68,M,Auto,53758,2,0,2153.42,5071.2,High
POL004251,64,F,Home,58336,1,0,1308.89,8594.26,Medium
POL004252,35,F,Health,43746,1,0,2997.3,12051.13,Medium
POL004253,75,F,Health,73475,0,0,3551.48,0.0,Medium
POL004254,28,F,Auto,49596,1,0,1227.61,3340.85,Medium
POL004255,74,F,Health,47206,0,0,3428.03,0.0,Medium
POL004256,40,F,Life,81347,0,0,903.46,0.0,Low
POL004257,65,F,Auto,107000,3,0,1760.91,3046.45,High
POL004258,39,M,Auto,35558,0,0,1087.26,0.0,Medium
POL004259,34,M,Home,90471,1,0,1159.28,3578.66,Medium
POL004260,22,F,Auto,111741,1,0,2198.51,1336.07,Medium
POL004261,61,M,Health,24772,3,0,3918.39,11256.72,High
POL004262,28,F,Health,39220,0,0,2517.78,0.0,Medium
POL004263,47,F,Home,110405,0,0,915.21,0.0,Low
POL004264,32,F,Health,72155,2,0,3666.02,6651.85,High
POL004265,44,M,Health,140736,1,0,3111.0,3813.46,Low
POL004266,52,F,Auto,54794,1,0,1285.06,2811.98,Medium
POL004267,50,F,Auto,46027,1,0,1509.09,3447.2,Medium
POL004268,37,M,Life,118264,0,0,763.49,0.0,Low
POL004269,78,M,Life,39426,0,0,981.48,0.0,High
POL004270,33,F,Health,52995,0,0,2772.31,0.0,Low
POL004271,51,M,Life,79200,1,0,1023.01,17016.59,Medium
POL004272,19,M,Auto,83219,0,0,1745.18,0.0,Medium
POL004273,52,F,Auto,40181,1,0,1176.69,13254.46,Medium
POL004274,57,F,Auto,68209,0,0,1087.16,0.0,Low
POL004275,73,F,Auto,51769,0,0,1751.55,0.0,Medium
POL004276,45,M,Health,25813,0,0,2799.06,0.0,Low
POL004277,64,M,Travel,47546,1,0,453.56,1318.53,Low
POL004278,56,M,Health,26445,2,0,3059.01,33010.69,High
POL004279,23,F,Home,43056,1,0,1622.92,4728.67,High
POL004280,26,M,Auto,32833,0,0,1342.99,0.0,Medium
POL004281,37,M,Auto,88160,0,0,1136.9,0.0,Low
POL004282,77,F,Auto,69576,1,0,1800.23,7007.35,High
POL004283,18,F,Health,129225,0,0,4009.89,0.0,Medium
POL004284,25,F,Home,37764,0,0,912.84,0.0,Medium
POL004285,72,M,Life,63680,0,0,963.2,0.0,Medium
POL004286,40,F,Life,34493,0,0,765.93,0.0,Low
POL004287,80,M,Auto,43660,0,0,1632.18,0.0,Medium
POL004288,20,M,Auto,49033,0,0,1971.44,0.0,High
POL004289,21,F,Health,160624,0,0,3802.54,0.0,Medium
POL004290,75,F,Auto,71821,0,0,1388.21,0.0,Medium
POL004291,42,F,Health,56168,1,0,2828.64,5956.61,Medium
POL004292,64,F,Home,102693,0,0,888.31,0.0,Low
POL004293,55,F,Auto,83825,0,0,1051.79,0.0,Low
POL004294,32,M,Home,58218,1,0,1180.92,26584.94,Medium
POL004295,80,M,Home,83918,3,0,2142.99,18865.24,High
POL004296,38,M,Life,51385,0,0,881.03,0.0,Medium
POL004297,52,F,Auto,200000,0,0,1298.81,0.0,Low
POL004298,74,M,Life,110194,0,0,1110.84,0.0,Low
POL004299,70,F,Health,48859,1,0,4182.78,20266.33,High
POL004300,70,F,Health,87519,3,0,5069.95,47903.95,High
POL004301,63,M,Auto,78782,0,0,1245.68,0.0,Low
POL004302,69,M,Home,68978,1,0,1434.31,14709.45,High
POL004303,31,F,Home,77450,0,0,880.28,0.0,Low
POL004304,53,M,Home,39886,0,0,988.31,0.0,Low
POL004305,29,F,Health,48169,2,0,3664.16,16311.4,High
POL004306,34,M,Home,137220,0,0,1024.93,0.0,Low
POL004307,56,M,Life,66304,0,0,724.28,0.0,Low
POL004308,26,M,Auto,42187,5,0,2193.88,1936.42,High
POL004309,52,M,Health,55821,0,0,2474.1,0.0,Low
POL004310,77,M,Auto,45839,0,0,1761.89,0.0,Medium
POL004311,30,F,Health,93794,0,0,2245.7,0.0,Low
POL004312,32,M,Life,45232,0,0,850.88,0.0,Low
POL004313,35,M,Auto,61210,0,0,1265.38,0.0,Low
POL004314,68,M,Home,42990,0,0,1488.58,0.0,Low
POL004315,50,F,Health,180584,1,0,2930.99,2306.13,Low
POL004316,23,F,Auto,82011,2,0,2600.84,2020.49,High
POL004317,76,F,Home,80402,0,0,1114.64,0.0,Low
POL004318,44,F,Auto,84873,0,0,1064.24,0.0,Low
POL004319,40,F,Life,49152,1,0,877.48,7678.05,Medium
POL004320,76,M,Life,128108,0,0,1077.23,0.0,Low
POL004321,44,M,Health,57881,0,0,2461.81,0.0,Low
POL004322,51,M,Health,145277,1,0,2618.58,6854.85,Low
POL004323,73,F,Health,50898,1,0,3837.52,25813.7,High
POL004324,63,F,Auto,85625,0,0,1224.01,0.0,Low
POL004325,55,M,Home,65082,0,0,1007.33,0.0,Low
POL004326,31,F,Home,68447,0,0,877.17,0.0,Low
POL004327,53,F,Life,25977,0,0,902.49,0.0,Low
POL004328,70,F,Health,36621,0,0,3339.95,0.0,High
POL004329,25,M,Home,127386,0,0,929.2,0.0,Low
POL004330,79,M,Health,31432,1,0,3947.64,5687.35,High
POL004331,52,F,Auto,93527,2,0,1474.78,3617.32,Medium
POL004332,36,F,Health,200000,5,0,4382.69,12487.29,High
POL004333,47,F,Home,78944,1,0,1095.19,8533.17,Medium
POL004334,80,F,Auto,173403,0,0,1738.02,0.0,Low
POL004335,31,M,Home,84631,0,0,1148.19,0.0,Low
POL004336,76,F,Health,68283,0,0,2919.65,0.0,Low
POL004337,37,M,Home,72209,0,0,857.07,0.0,Low
POL004338,66,M,Home,54792,5,0,2083.44,5280.51,High
POL004339,42,M,Health,53957,0,0,2567.46,0.0,Low
POL004340,57,F,Health,46047,1,0,2593.78,27571.72,Medium
POL004341,41,M,Life,73983,5,0,1530.82,25430.52,High
POL004342,31,M,Auto,179906,1,0,1342.19,5634.97,Medium
POL004343,43,F,Travel,122056,1,0,475.25,11314.28,Low
POL004344,55,F,Home,66332,0,0,986.69,0.0,Low
POL004345,40,F,Health,81397,0,0,2802.5,0.0,Low
POL004346,39,M,Health,57371,0,0,2151.35,0.0,Low
POL004347,65,F,Auto,121872,1,0,1474.93,16866.98,Medium
POL004348,74,M,Auto,26472,0,0,1631.22,0.0,Medium
POL004349,36,M,Health,157203,0,0,2612.14,0.0,Low
POL004350,63,F,Home,45586,0,0,974.2,0.0,Low
POL004351,68,M,Health,49413,0,0,2777.78,0.0,Medium
POL004352,20,M,Home,32488,0,0,1585.16,0.0,High
POL004353,59,M,Auto,64690,4,0,2109.78,5067.34,High
POL004354,36,M,Auto,42598,0,0,1050.68,0.0,Low
POL004355,26,F,Health,107124,0,0,2456.21,0.0,Low
POL004356,45,M,Auto,83915,0,0,1078.53,0.0,Low
POL004357,37,F,Health,42326,0,0,2583.2,0.0,Medium
POL004358,62,M,Auto,38619,0,0,1302.82,0.0,Medium
POL004359,24,M,Health,43434,1,0,4528.18,17592.04,High
POL004360,31,F,Auto,37315,1,0,1304.68,2622.4,Medium
POL004361,80,M,Auto,52063,0,0,1391.39,0.0,Medium
POL004362,26,M,Health,39325,1,0,3128.81,2780.46,Medium
POL004363,76,M,Home,107380,3,0,1785.42,12891.55,High
POL004364,77,M,Auto,46668,0,0,1336.36,0.0,Medium
POL004365,72,M,Life,79845,0,0,1062.28,0.0,Medium
POL004366,74,M,Auto,80174,0,0,1441.44,0.0,Low
POL004367,77,F,Home,23705,0,0,1433.07,0.0,High
POL004368,36,F,Auto,85538,0,0,1071.57,0.0,Low
POL004369,64,F,Auto,25503,0,0,1176.53,0.0,Low
POL004370,69,M,Home,39461,3,0,1745.4,3816.67,High
POL004371,31,M,Auto,83590,0,0,1268.26,0.0,Low
POL004372,73,M,Health,63730,5,0,5770.31,17813.75,High
POL004373,55,F,Auto,50502,0,0,1304.76,0.0,Low
POL004374,70,M,Health,24551,0,0,3209.65,0.0,Medium
POL004375,78,F,Auto,96985,0,0,1328.25,0.0,Low
POL004376,53,M,Auto,74387,2,0,1426.71,22484.72,Medium
POL004377,57,M,Auto,39017,0,0,1379.7,0.0,Medium
POL004378,34,M,Health,37020,1,0,2793.36,3227.36,Medium
POL004379,47,F,Home,100051,0,0,1036.07,0.0,Low
POL004380,26,M,Health,69577,0,0,2803.7,0.0,Low
POL004381,50,F,Home,30328,1,0,984.58,1622.61,Medium
POL004382,73,M,Health,41556,1,0,3916.46,6309.12,High
POL004383,69,M,Home,159316,0,0,1217.47,0.0,Low
POL004384,42,F,Auto,98826,0,0,1120.53,0.0,Low
POL004385,31,M,Auto,59891,0,0,1100.95,0.0,Low
POL004386,28,M,Home,60547,0,0,1096.82,0.0,Medium
POL004387,70,M,Home,20177,1,0,1438.02,14105.13,High
POL004388,52,M,Auto,115071,0,0,1044.16,0.0,Low
POL004389,58,F,Health,47776,1,0,2527.28,28792.62,Medium
POL004390,76,F,Home,39961,1,0,1337.4,14090.79,High
POL004391,31,M,Home,87115,1,0,1287.63,9785.86,Low
POL004392,47,M,Auto,43696,0,0,1173.88,0.0,Low
POL004393,58,F,Home,24065,1,0,1293.54,8094.89,High
POL004394,21,M,Auto,73490,1,0,2267.15,5452.25,High
POL004395,76,F,Auto,28064,1,0,1975.85,11452.62,High
POL004396,21,M,Health,58139,1,0,4036.71,7644.44,High
POL004397,45,F,Auto,70179,0,0,1117.67,0.0,Low
POL004398,25,F,Auto,52108,0,0,1221.62,0.0,Low
POL004399,19,F,Auto,52224,0,0,1755.68,0.0,High
POL004400,58,F,Home,130022,0,0,1002.72,0.0,Low
POL004401,78,M,Auto,130960,1,0,1553.53,5147.9,Medium
POL004402,63,M,Auto,37844,0,0,1369.77,0.0,Medium
POL004403,39,F,Home,44472,0,0,867.45,0.0,Medium
POL004404,58,F,Home,45709,0,0,903.65,0.0,Low
POL004405,73,F,Travel,58940,0,0,547.8,0.0,Medium
POL004406,80,F,Auto,57469,0,0,1398.77,0.0,Low
POL004407,80,M,Auto,141285,0,0,1376.02,0.0,Medium
POL004408,72,F,Home,54569,1,0,1339.65,3565.24,High
POL004409,33,F,Auto,35770,0,0,1042.29,0.0,Low
POL004410,46,F,Life,44622,0,0,740.32,0.0,Low
POL004411,79,F,Home,72163,0,0,1210.74,0.0,Medium
POL004412,66,F,Auto,52650,0,0,1559.36,0.0,Medium
POL004413,65,F,Health,70038,0,0,2454.04,0.0,Medium
POL004414,47,F,Auto,52992,0,0,1190.54,0.0,Low
POL004415,29,M,Travel,86025,0,0,413.92,0.0,Low
POL004416,52,F,Life,57289,0,0,735.43,0.0,Low
POL004417,28,F,Home,32591,1,0,1023.97,10287.04,High
POL004418,63,F,Auto,50340,0,0,1336.4,0.0,Low
POL004419,67,M,Auto,180900,0,0,1622.68,0.0,Medium
POL004420,38,M,Auto,111091,0,0,1041.84,0.0,Low
POL004421,80,M,Auto,33495,3,0,2574.87,5064.14,High
POL004422,38,F,Home,145684,1,0,1216.61,48907.68,Medium
POL004423,22,F,Life,64122,0,0,1074.61,0.0,High
POL004424,65,F,Home,46901,0,0,1140.74,0.0,Medium
POL004425,37,M,Health,52010,0,0,2399.06,0.0,Low
POL004426,54,F,Health,61599,1,0,3292.89,4264.86,Low
POL004427,20,M,Life,102953,0,0,1057.18,0.0,Medium
POL004428,61,M,Auto,65842,0,0,1077.59,0.0,Low
POL004429,50,M,Home,70735,2,0,1361.39,15419.87,Medium
POL004430,70,M,Health,109717,0,0,2784.09,0.0,Low
POL004431,78,M,Health,49043,0,0,2780.72,0.0,Medium
POL004432,26,F,Life,69648,2,0,1131.1,17466.05,High
POL004433,78,F,Health,74565,1,0,3365.0,21370.21,Medium
POL004434,26,M,Auto,64046,1,0,1553.38,8445.49,High
POL004435,21,F,Home,76841,2,0,1906.65,6533.02,High
POL004436,52,F,Auto,42378,3,0,1935.05,2428.71,High
POL004437,34,M,Home,97733,3,0,1414.23,3818.47,High
POL004438,51,M,Home,45391,0,0,1009.07,0.0,Low
POL004439,41,F,Health,75156,0,0,2362.39,0.0,Low
POL004440,49,F,Life,66515,0,0,837.94,0.0,Low
POL004441,18,F,Health,42475,1,0,4077.3,12916.51,High
POL004442,25,F,Auto,134757,0,0,1100.34,0.0,Low
POL004443,62,M,Auto,141249,0,0,1049.18,0.0,Low
POL004444,40,F,Life,37781,0,0,693.84,0.0,Low
POL004445,64,M,Auto,89290,0,0,1130.15,0.0,Low
POL004446,57,M,Auto,56315,1,0,1477.9,3014.3,Low
POL004447,29,F,Auto,42748,0,0,1094.02,0.0,Low
POL004448,71,F,Home,71988,1,0,1404.95,6809.31,Medium
POL004449,29,F,Auto,90843,0,0,1345.86,0.0,Low
POL004450,63,M,Life,64896,0,0,833.4,0.0,Low
POL004451,64,M,Travel,49923,3,0,653.03,838.75,High
POL004452,32,M,Travel,116391,0,0,449.35,0.0,Low
POL004453,58,M,Auto,118503,0,0,1042.83,0.0,Low
POL004454,36,F,Life,42555,4,0,1454.72,35673.04,High
POL004455,43,M,Travel,62657,0,0,346.14,0.0,Low
POL004456,69,M,Life,27187,1,0,1348.71,13383.6,High
POL004457,46,F,Health,90914,1,0,2915.31,8965.4,Low
POL004458,39,M,Health,116279,0,0,2524.89,0.0,Low
POL004459,57,M,Auto,72749,0,0,1276.78,0.0,Low
POL004460,38,F,Life,35678,0,0,891.01,0.0,Medium
POL004461,68,M,Auto,134275,0,0,1614.76,0.0,Low
POL004462,55,M,Auto,165248,0,0,1173.14,0.0,Low
POL004463,37,M,Travel,48245,0,0,353.43,0.0,Low
POL004464,74,M,Home,74811,1,0,1624.71,20096.39,High
POL004465,46,F,Auto,90069,1,0,1226.11,5546.9,Low
POL004466,68,M,Travel,88759,1,0,638.61,3394.09,High
POL004467,21,F,Travel,61334,0,0,605.03,0.0,High
POL004468,72,M,Auto,147110,0,0,1506.57,0.0,Low
POL004469,24,F,Life,27374,0,0,1240.68,0.0,High
POL004470,45,F,Auto,27549,4,0,2076.88,2561.91,High
POL004471,45,F,Auto,59406,1,0,1562.63,6069.55,Low
POL004472,21,M,Auto,143169,2,0,2174.82,6761.78,High
POL004473,39,M,Auto,106921,0,0,1360.97,0.0,Low
POL004474,29,M,Auto,28377,0,0,1365.94,0.0,Medium
POL004475,62,F,Auto,200000,0,0,1312.91,0.0,Low
POL004476,20,M,Life,78997,0,0,1337.32,0.0,Medium
POL004477,39,M,Health,33654,1,0,3040.97,6104.36,High
POL004478,61,M,Life,57178,0,0,689.38,0.0,Low
POL004479,19,M,Health,97107,1,0,4409.63,12523.51,High
POL004480,41,F,Auto,111998,1,0,1482.34,3724.18,Low
POL004481,51,F,Life,57931,0,0,906.01,0.0,Low
POL004482,44,M,Life,77736,3,0,1184.52,30244.07,High
POL004483,72,M,Auto,56252,0,0,1697.69,0.0,Medium
POL004484,58,M,Auto,57934,1,0,1464.89,1980.37,Low
POL004485,18,F,Health,86025,1,0,4028.91,5755.97,High
POL004486,25,M,Health,123051,0,0,2241.05,0.0,Low
POL004487,40,F,Life,33903,0,0,860.22,0.0,Medium
POL004488,55,F,Auto,53295,1,0,1269.78,1885.63,Low
POL004489,23,M,Auto,44312,0,0,1662.13,0.0,High
POL004490,39,M,Home,36170,4,0,1669.09,3575.6,High
POL004491,42,M,Home,35259,0,0,1086.72,0.0,Low
POL004492,35,F,Auto,60625,0,0,1229.64,0.0,Medium
POL004493,34,F,Auto,35021,3,0,1940.96,3226.88,High
POL004494,78,M,Home,34432,0,0,1187.46,0.0,High
POL004495,29,F,Health,54738,0,0,2314.31,0.0,Low
POL004496,23,M,Auto,36690,1,0,2155.05,7160.11,High
POL004497,43,M,Home,77210,0,0,1098.81,0.0,Low
POL004498,44,F,Health,47118,0,0,2529.51,0.0,Low
POL004499,25,F,Travel,32949,0,0,341.25,0.0,Medium
POL004500,36,F,Auto,191541,2,0,1642.81,5332.97,Medium
POL004501,77,F,Auto,20611,0,0,1706.76,0.0,High
POL004502,59,M,Life,91872,1,0,858.33,26605.37,Medium
POL004503,18,M,Auto,71185,0,0,1559.27,0.0,Medium
POL004504,74,M,Health,46987,0,0,3267.5,0.0,Medium
